CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
20320005,RC4,2009295,Medical Incident,02/01/2002,01/31/2002,Other,02/01/2002 12:52:32 AM,100 Block of BLYTHDALE AVE,SF,94134,B09,43,6244,3,3,3,true,"",1,RESCUE CAPTAIN,1,9,10,Visitacion Valley,"(37.7109997161115, -122.420513243692)",020320005-RC4,3.4166667
20320024,T08,2009313,Structure Fire,02/01/2002,01/31/2002,Other,02/01/2002 02:21:23 AM,6TH ST/BRYANT ST,SF,94107,B03,08,2255,3,3,3,false,"",1,TRUCK,3,3,6,South of Market,"(37.7760393195221, -122.402524096783)",020320024-T08,2.85
20320042,M05,2009331,Medical Incident,02/01/2002,01/31/2002,Other,02/01/2002 07:02:34 AM,400 Block of ROSE ST,SF,94102,B02,36,3422,3,3,3,true,"",1,MEDIC,2,2,5,Hayes Valley,"(37.7728432861727, -122.42806845332)",020320042-M05,5.6666665
20320047,M01,2009334,Medical Incident,02/01/2002,01/31/2002,Other,02/01/2002 06:55:54 AM,ELLIS ST/TAYLOR ST,SF,94102,B03,01,1366,1,1,2,true,"",1,MEDIC,1,3,6,Tenderloin,"(37.7850745956137, -122.411139801067)",020320047-M01,3.6
20320101,RC1,2009361,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 09:27:11 AM,0 Block of SANCHEZ ST,SF,94114,B05,06,5131,E,E,3,true,"",1,RESCUE CAPTAIN,3,2,8,Castro/Upper Market,"(37.7684622459015, -122.431204878453)",020320101-RC1,0.6666667
20320152,B05,2009382,Structure Fire,02/01/2002,02/01/2002,Other,02/01/2002 10:29:27 AM,0 Block of SHARON ST,SF,94114,B05,06,5231,3,3,3,false,"",1,CHIEF,1,2,8,Castro/Upper Market,"(37.7652477393128, -122.4299173348)",020320152-B05,1.7166667
20320152,T06,2009382,Structure Fire,02/01/2002,02/01/2002,Other,02/01/2002 10:30:55 AM,0 Block of SHARON ST,SF,94114,B05,06,5231,3,3,3,false,"",1,TRUCK,2,2,8,Castro/Upper Market,"(37.7652477393128, -122.4299173348)",020320152-T06,2.0333333
20320246,M13,2009425,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 02:59:23 PM,CALL BOX: FS YB-BLDG 213,SF,94130,B03,48,2951,3,3,3,true,"",1,MEDIC,2,None,6,Treasure Island,"(37.8105207225206, -122.365138272289)",020320246-M13,3.3833334
20320298,E36,2009459,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 03:53:48 PM,100 Block of VAN NESS AVE,SF,94102,B02,36,3166,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7768524577717, -122.419455012102)",020320298-E36,3.2166667
20320343,E02,2009495,Alarms,02/01/2002,02/01/2002,Other,02/01/2002 05:31:45 PM,300 Block of CALIFORNIA ST,SF,94104,B01,13,1162,3,3,3,false,"",1,ENGINE,1,1,3,Financial District/South Beach,"(37.7931889329334, -122.40055351578)",020320343-E02,1.7166667
20320370,E35,2009518,Alarms,02/01/2002,02/01/2002,Other,02/01/2002 06:57:52 PM,0 Block of FREMONT ST,SF,94105,B03,35,2126,3,3,3,false,"",1,ENGINE,1,3,6,Financial District/South Beach,"(37.7911273215916, -122.397428020134)",020320370-E35,3.0
20320388,T03,2009531,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 07:24:34 PM,1300 Block of POLK ST,SF,94109,B04,03,3122,3,3,3,false,"",1,TRUCK,2,4,3,Nob Hill,"(37.7894014789877, -122.420379009339)",020320388-T03,3.1666667
20320411,E17,2009553,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 08:37:24 PM,0 Block of TIOGA AVE,SF,94134,B10,44,6316,3,3,3,true,"",1,ENGINE,1,9,10,Visitacion Valley,"(37.7161490218345, -122.404042691685)",020320411-E17,1.7
20320414,M29,2009556,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 09:32:45 PM,0 Block of WOODWARD ST,SF,94103,B02,36,5215,3,3,3,true,"",1,MEDIC,2,2,9,Mission,"(37.7690757517644, -122.420788636046)",020320414-M29,5.116667
20320423,M05,2009563,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 09:32:48 PM,1100 Block of WEBSTER ST,SF,94115,B05,05,3515,3,3,3,true,"",1,MEDIC,1,5,5,Western Addition,"(37.7811628310441, -122.430668322781)",020320423-M05,3.2
20320428,E12,2009564,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 09:49:52 PM,300 Block of UPPER TER,SF,94117,B05,12,5165,3,3,3,true,"",1,ENGINE,2,5,8,Haight Ashbury,"(37.762760426558, -122.44601654715)",020320428-E12,3.5833333
20320444,E16,2009576,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 10:36:56 PM,3700 Block of FILLMORE ST,SF,94123,B04,16,3556,3,3,3,false,"",1,ENGINE,1,4,2,Marina,"(37.8048946040758, -122.437315946974)",020320444-E16,5.9166665
20320454,T19,2009584,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 11:58:02 PM,0 Block of WOODACRE DR,SF,94132,B08,19,8452,3,3,3,false,"",1,TRUCK,1,8,7,West of Twin Peaks,"(37.7328555783463, -122.472918693396)",020320454-T19,6.133333
20320456,M07,2009585,Medical Incident,02/01/2002,02/01/2002,Other,02/01/2002 11:43:55 PM,1000 Block of SOUTH VAN NESS AVE,SF,94110,B06,07,5455,3,3,3,true,"",1,MEDIC,2,6,9,Mission,"(37.7563633001161, -122.416712100806)",020320456-M07,3.0833333
20320463,M32,2009592,Medical Incident,02/01/2002,02/01/2002,Other,02/02/2002 12:53:01 AM,LAKE MERCED BL/STATE DR,SF,94132,B08,19,8855,3,3,3,true,"",1,MEDIC,4,8,7,Lakeshore,"(37.7248900880592, -122.484628813938)",020320463-M32,2.8
20320469,E21,2009597,Structure Fire,02/01/2002,02/01/2002,Other,02/01/2002 11:58:47 PM,"CALL BOX: 226 WILLARD NORTH ST,SF",SF,94118,B07,21,4562,3,3,3,false,"",1,ENGINE,1,7,1,Lone Mountain/USF,"(37.7764395172547, -122.456598051578)",020320469-E21,1.4166666
20330021,M13,2009609,Medical Incident,02/02/2002,02/01/2002,Other,02/02/2002 02:09:22 AM,800 Block of THE EMBARCADERO,SF,94111,B03,35,0940,2,2,2,true,"",1,MEDIC,1,1,3,Financial District/South Beach,"(37.8025675142519, -122.400381980995)",020330021-M13,18.966667
20330033,M01,2009621,Medical Incident,02/02/2002,02/01/2002,Other,02/02/2002 02:41:53 AM,KEARNY ST/SACRAMENTO ST,SF,94104,B01,13,1244,3,3,3,true,"",1,MEDIC,1,1,3,Chinatown,"(37.7935650841454, -122.404613422408)",020330033-M01,1.75
20330035,E36,2009622,Medical Incident,02/02/2002,02/01/2002,Other,02/02/2002 02:12:24 AM,0 Block of FELL ST,SF,94102,B02,36,3111,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020330035-E36,2.75
20330087,E03,2009660,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 08:56:50 AM,GEARY ST/POLK ST,SF,94109,B04,03,3116,3,3,3,false,"",1,ENGINE,1,4,6,Tenderloin,"(37.7858929010786, -122.419738734781)",020330087-E03,3.0
20330091,M14,2009661,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 09:19:43 AM,2500 Block of CABRILLO ST,SF,94121,B07,14,7223,1,1,2,true,"",1,MEDIC,1,7,1,Outer Richmond,"(37.7743084138252, -122.485928979426)",020330091-M14,5.1
20330127,M17,2009675,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 11:20:05 AM,1600 Block of YOSEMITE AVE,SF,94124,B10,17,6546,3,3,3,true,"",1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7272476249861, -122.392491354959)",020330127-M17,3.3833334
20330178,B07,2009712,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 01:10:24 PM,1900 Block of NORIEGA ST,SF,94122,B08,18,7455,3,3,3,false,"",1,CHIEF,3,8,4,Sunset/Parkside,"(37.753831495223, -122.484505495784)",020330178-B07,3.7333333
20330178,E40,2009712,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 01:10:24 PM,1900 Block of NORIEGA ST,SF,94122,B08,18,7455,3,3,3,false,"",1,ENGINE,5,8,4,Sunset/Parkside,"(37.753831495223, -122.484505495784)",020330178-E40,1.0666667
20330198,E13,2009725,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 02:07:10 PM,2100 Block of TAYLOR ST,SF,94133,B01,28,1435,3,3,3,false,"",1,ENGINE,1,1,3,Russian Hill,"(37.8021461510898, -122.414655119667)",020330198-E13,1.8833333
20330207,B02,2009734,Alarms,02/02/2002,02/02/2002,Other,02/02/2002 02:27:41 PM,400 Block of OFARRELL ST,SF,94102,B01,01,1452,3,3,3,false,"",1,CHIEF,1,3,6,Tenderloin,"(37.7857870051354, -122.41254776256)",020330207-B02,1.4666667
20330240,RS1,2009764,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 03:30:42 PM,7TH ST/MARKET ST,SF,94103,B03,01,1455,E,E,3,false,"",1,RESCUE SQUAD,1,2,6,South of Market,"(37.7804785121736, -122.412512257219)",020330240-RS1,2.15
20330245,E37,2009768,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 03:54:02 PM,24TH ST/POTRERO AV,SF,94110,B10,37,2554,3,3,3,true,"",1,ENGINE,2,10,9,Mission,"(37.7530040313925, -122.406336240587)",020330245-E37,1.9
20330248,E18,2009771,Odor (Strange / Unknown),02/02/2002,02/02/2002,Other,02/02/2002 04:07:16 PM,3500 Block of TARAVAL ST,SF,94116,B08,18,7665,3,3,3,false,"",1,ENGINE,1,8,4,Sunset/Parkside,"(37.7418437763429, -122.50408864104)",020330248-E18,2.25
20330251,T17,2009774,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 04:13:21 PM,100 Block of REY ST,SF,94134,B09,44,6257,3,3,3,true,"",1,TRUCK,4,9,10,Visitacion Valley,"(37.7116474138214, -122.411861229575)",020330251-T17,7.233333
20330271,E03,2009792,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 04:45:40 PM,0 Block of TURK ST,SF,94102,B03,01,1365,3,3,3,false,"",1,ENGINE,10,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",020330271-E03,1.1333333
20330273,M18,2009794,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 06:15:48 PM,4100 Block of MORAGA ST,SF,94122,B08,23,7716,1,1,2,true,"",1,MEDIC,1,8,4,Sunset/Parkside,"(37.7548148605097, -122.507143441593)",020330273-M18,3.5833333
20330282,E12,2009802,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 05:14:49 PM,11TH AV/IRVING ST,SF,94122,B08,22,7345,3,3,3,false,"",1,ENGINE,1,7,5,Inner Sunset,"(37.7639429870344, -122.468451118883)",020330282-E12,3.2333333
20330283,K895,2009804,Medical Incident,02/02/2002,02/02/2002,Other,"",4000 Block of 17TH ST,SF,94114,B05,06,5253,1,1,2,false,"",1,PRIVATE,1,5,8,Castro/Upper Market,"(37.7625528315766, -122.435824053865)",020330283-K895,4.9333334
20330287,M03,2009806,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 06:08:22 PM,1100 Block of MARKET ST,SF,94102,B02,01,2309,3,3,3,true,"",1,MEDIC,1,2,6,Tenderloin,"(37.7796660426062, -122.41371122073)",020330287-M03,1.7
20330289,B01,2009807,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 05:55:24 PM,100 Block of PIXLEY ST,SF,94123,B04,16,3462,3,3,3,false,"",1,CHIEF,10,4,2,Marina,"(37.7986458836481, -122.434962258075)",020330289-B01,1.6833333
20330289,B04,2009807,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 05:55:49 PM,100 Block of PIXLEY ST,SF,94123,B04,16,3462,3,3,3,true,"",1,CHIEF,2,4,2,Marina,"(37.7986458836481, -122.434962258075)",020330289-B04,1.7666667
20330289,E38,2009807,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 05:57:43 PM,100 Block of PIXLEY ST,SF,94123,B04,16,3462,3,3,3,false,"",1,ENGINE,7,4,2,Marina,"(37.7986458836481, -122.434962258075)",020330289-E38,1.6166667
20330293,B06,2009810,Alarms,02/02/2002,02/02/2002,Other,02/02/2002 06:05:04 PM,300 Block of SAN JOSE AVE,SF,94110,B06,11,5612,3,3,3,false,"",1,CHIEF,1,6,8,Mission,"(37.7494106176145, -122.421268720171)",020330293-B06,3.0
20330306,T19,2009818,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 06:27:47 PM,3200 Block of 20TH AVE,SF,94132,B08,19,8861,3,3,3,true,"",1,TRUCK,1,8,7,Lakeshore,"(37.7285444749244, -122.475646829327)",020330306-T19,3.9833333
20330312,M15,2009824,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 06:31:32 PM,2900 Block of DIAMOND ST,SF,94131,B09,26,8269,3,3,3,true,"",1,MEDIC,3,9,8,West of Twin Peaks,"(37.7330297009484, -122.434226339308)",020330312-M15,3.9833333
20330331,E10,2009839,Structure Fire,02/02/2002,02/02/2002,Other,02/02/2002 07:56:37 PM,1600 Block of SUTTER ST,SF,94109,B04,38,3324,3,3,3,false,"",2,ENGINE,21,4,5,Japantown,"(37.78676442656, -122.427490271072)",020330331-E10,15.466666
20330378,E11,2009875,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 10:16:17 PM,26TH ST/MISSION ST,SF,94110,B06,11,5613,3,3,3,false,"",1,ENGINE,2,6,9,Mission,"(37.7490412884368, -122.418135251703)",020330378-E11,2.65
20330397,RC3,2009892,Medical Incident,02/02/2002,02/02/2002,Other,02/02/2002 11:21:51 PM,0 Block of NEWTON ST,SF,94112,B09,43,6232,3,3,3,true,"",1,RESCUE CAPTAIN,3,9,11,Excelsior,"(37.7139398137679, -122.438943296577)",020330397-RC3,3.3833334
20340013,B09,2009919,Structure Fire,02/03/2002,02/02/2002,Other,02/03/2002 12:38:03 AM,1200 Block of VICENTE ST,SF,94116,B08,40,7462,3,3,3,false,"",1,CHIEF,5,8,4,Sunset/Parkside,"(37.7390574362291, -122.480248704554)",020340013-B09,2.5666666
20340032,E03,2009935,Medical Incident,02/03/2002,02/02/2002,Other,02/03/2002 01:46:31 AM,700 Block of EDDY ST,SF,94109,B02,03,3163,3,3,3,false,"",1,ENGINE,1,2,6,Tenderloin,"(37.7830520025585, -122.420010270255)",020340032-E03,3.45
20340033,B10,2009936,Alarms,02/03/2002,02/02/2002,Other,02/03/2002 01:46:19 AM,1000 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,false,"",1,CHIEF,2,10,10,Potrero Hill,"(37.7565080013216, -122.40654101432)",020340033-B10,2.95
20340057,E03,2009952,Medical Incident,02/03/2002,02/02/2002,Other,02/03/2002 02:58:42 AM,500 Block of JONES ST,SF,94102,B01,03,1462,3,3,3,false,"",1,ENGINE,1,1,6,Tenderloin,"(37.7862684417162, -122.412997235896)",020340057-E03,2.4
20340104,E31,2009988,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 08:28:39 AM,500 Block of 8TH AVE,SF,94118,B07,31,7131,3,3,3,false,"",1,ENGINE,1,7,1,Inner Richmond,"(37.778068339982, -122.466151798637)",020340104-E31,3.0666666
20340109,RS1,2009992,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 08:30:39 AM,GOUGH ST/LOMBARD ST,SF,94123,B04,16,3244,3,3,3,false,"",1,RESCUE SQUAD,8,4,2,Marina,"(37.8008867546254, -122.427825032719)",020340109-RS1,2.35
20340113,B06,2009994,Structure Fire,02/03/2002,02/03/2002,Other,02/03/2002 08:46:34 AM,INGALLS ST/OAKDALE AV,SF,94124,B10,17,6572,3,3,3,false,"",1,CHIEF,3,10,10,Bayview Hunters Point,"(37.7303419725174, -122.382887872758)",020340113-B06,3.0666666
20340156,E28,2010012,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 11:04:32 AM,BROADWAY/STOCKTON ST,SF,94133,B01,02,1311,3,3,3,false,"",1,ENGINE,1,1,3,Chinatown,"(37.797627561244, -122.408618845707)",020340156-E28,3.3
20340223,M43,2010064,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 02:03:06 PM,200 Block of BLYTHDALE AVE,SF,94134,B09,43,6243,1,1,2,true,"",1,MEDIC,1,9,10,Visitacion Valley,"(37.7108919684651, -122.420540192981)",020340223-M43,3.0166667
20340227,E38,2010068,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 02:06:54 PM,1700 Block of BUSH ST,SF,94109,B04,38,3255,3,3,3,true,"",1,ENGINE,2,4,5,Pacific Heights,"(37.7880205484715, -122.426061561298)",020340227-E38,1.6
20340233,E11,2010072,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 02:05:26 PM,DOLORES ST/SAN JOSE AV,SF,94110,B06,32,8134,3,3,3,false,"",1,ENGINE,2,6,8,Bernal Heights,"(37.7403356554791, -122.424137097555)",020340233-E11,2.3
20340255,M03,2010095,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 03:59:37 PM,800 Block of OFARRELL ST,SF,94109,B04,03,1642,2,2,2,true,"",1,MEDIC,1,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",020340255-M03,10.2
20340262,E32,2010097,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 03:40:17 PM,CORTLAND AV/MOULTRIE ST,SF,94110,B06,32,5732,3,3,3,false,"",1,ENGINE,1,6,9,Bernal Heights,"(37.7390018697134, -122.415899479739)",020340262-E32,3.55
20340279,B05,2010113,Structure Fire,02/03/2002,02/03/2002,Other,02/03/2002 04:30:34 PM,1700 Block of DIVISADERO ST,SF,94115,B05,10,4155,3,3,3,false,"",1,CHIEF,4,5,2,Pacific Heights,"(37.7857302630994, -122.439850552986)",020340279-B05,1.4833333
20340286,T17,2010119,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 04:52:51 PM,1500 Block of WALLACE AVE,SF,94124,B10,17,6546,3,3,3,true,"",1,TRUCK,3,10,10,Bayview Hunters Point,"(37.7269904434139, -122.390132474192)",020340286-T17,1.9333333
20340308,M15,2010135,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 07:20:56 PM,CALL BOX: SAN JOSE AV/SANTA YNEZ AV,SF,94112,B09,15,8276,1,1,2,false,"",1,MEDIC,1,9,11,Outer Mission,"(37.7258249736518, -122.442324422614)",020340308-M15,3.5833333
20340310,RC1,2010137,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 06:38:05 PM,EDDY ST/TAYLOR ST,SF,94102,B03,01,1453,3,3,3,true,"",1,RESCUE CAPTAIN,2,3,6,Tenderloin,"(37.7841410121878, -122.410951620282)",020340310-RC1,1.5
20340317,B05,2010143,Alarms,02/03/2002,02/03/2002,Other,02/03/2002 07:07:14 PM,900 Block of FELL ST,SF,94117,B05,21,3641,3,3,3,false,"",1,CHIEF,2,5,5,Hayes Valley,"(37.7745300558682, -122.4334601244)",020340317-B05,1.7
20340336,D2,2010158,Structure Fire,02/03/2002,02/03/2002,Other,02/03/2002 08:42:19 PM,2600 Block of MASON ST,SF,94133,B01,28,1344,3,3,3,false,"",1,CHIEF,8,1,3,North Beach,"(37.8079431013757, -122.414138079819)",020340336-D2,1.4
20340347,M01,2010169,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 09:51:06 PM,1000 Block of MISSION ST,SF,94103,B03,01,2251,1,1,2,true,"",1,MEDIC,1,3,6,South of Market,"(37.7801303744947, -122.409871449933)",020340347-M01,3.4
20340370,B05,2010188,Structure Fire,02/03/2002,02/03/2002,Other,02/03/2002 10:39:36 PM,100 Block of GUERRERO ST,SF,94103,B02,06,5214,3,3,3,false,"",1,CHIEF,9,2,8,Mission,"(37.7685615589203, -122.42458408581)",020340370-B05,1.5833334
20340375,E18,2010193,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 11:10:02 PM,2100 Block of 28TH AVE,SF,94116,B08,18,7472,3,3,3,false,"",1,ENGINE,2,8,4,Sunset/Parkside,"(37.7472839020213, -122.485731349104)",020340375-E18,5.383333
20340375,M18,2010193,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 11:20:19 PM,2100 Block of 28TH AVE,SF,94116,B08,18,7472,3,3,3,true,"",1,MEDIC,1,8,4,Sunset/Parkside,"(37.7472839020213, -122.485731349104)",020340375-M18,5.35
20340379,M38,2010197,Medical Incident,02/03/2002,02/03/2002,Other,02/03/2002 11:56:56 PM,LOMBARD ST/WEBSTER ST,SF,94123,B04,16,3461,3,3,3,true,"",1,MEDIC,2,4,2,Marina,"(37.8000515477468, -122.434404699853)",020340379-M38,2.65
20350002,M08,2010205,Medical Incident,02/04/2002,02/03/2002,Other,02/04/2002 12:09:46 AM,0 Block of TURK ST,SF,94102,B03,01,1365,2,2,2,true,"",1,MEDIC,1,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",020350002-M08,2.75
20350032,E15,2010231,Medical Incident,02/04/2002,02/03/2002,Other,02/04/2002 05:32:20 AM,1800 Block of SAN JOSE AVE,SF,94112,B09,15,8266,3,3,3,true,"",1,ENGINE,1,9,11,Outer Mission,"(37.7282879940092, -122.440462038537)",020350032-E15,3.1333334
20350127,M05,2010285,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 10:57:09 AM,300 Block of BAKER ST,SF,94117,B05,21,4252,2,2,2,true,"",1,MEDIC,1,5,5,Lone Mountain/USF,"(37.7740926787047, -122.44108442597)",020350127-M05,2.85
20350161,RS1,2010306,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 11:50:48 AM,5TH ST/BRYANT ST,SF,94107,B03,08,2242,3,3,3,false,"",1,RESCUE SQUAD,1,3,6,South of Market,"(37.7777990101501, -122.40029776053)",020350161-RS1,5.1833334
20350189,E36,2010319,Structure Fire,02/04/2002,02/04/2002,Other,02/04/2002 12:26:27 PM,100 Block of OTIS ST,SF,94103,B02,36,5125,3,3,3,false,"",1,ENGINE,1,2,6,Mission,"(37.7709133372974, -122.420304994325)",020350189-E36,2.6666667
20350192,E21,2010320,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 12:29:52 PM,CENTRAL AV/FELL ST,SF,94117,B05,21,4356,3,3,3,false,"",1,ENGINE,1,5,5,Lone Mountain/USF,"(37.7732120673067, -122.444216182973)",020350192-E21,1.3833333
20350215,M18,2010335,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 02:32:52 PM,200 Block of AMBER DR,SF,94131,B06,26,8164,2,2,2,true,"",1,MEDIC,1,6,8,Noe Valley,"(37.7442850026971, -122.444610369759)",020350215-M18,2.6166666
20350231,M10,2010346,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 01:58:08 PM,1600 Block of DIVISADERO ST,SF,94115,B05,10,4155,3,3,3,true,"",1,MEDIC,2,5,5,Japantown,"(37.7847687027421, -122.439893519511)",020350231-M10,2.9333334
20350293,M15,2010392,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 03:23:09 PM,16TH ST/RONDEL PL,SF,94103,B02,07,5236,3,3,3,false,"",1,MEDIC,3,2,9,Mission,"(37.7649564605253, -122.421239593849)",020350293-M15,6.383333
20350307,M08,2010405,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 05:13:07 PM,500 Block of BUCKINGHAM WAY,SF,94132,B08,19,8854,1,1,2,true,"",1,MEDIC,3,8,7,Lakeshore,"(37.7301293750144, -122.478455492849)",020350307-M08,2.5833333
20350307,RC2,2010405,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 04:22:20 PM,500 Block of BUCKINGHAM WAY,SF,94132,B08,19,8854,1,1,2,true,"",1,RESCUE CAPTAIN,4,8,7,Lakeshore,"(37.7301293750144, -122.478455492849)",020350307-RC2,2.9333334
20350329,M12,2010423,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 05:16:05 PM,HAIGHT ST/STANYAN ST,SF,94117,B05,12,4545,3,3,3,true,"",1,MEDIC,2,7,5,Haight Ashbury,"(37.7691652248423, -122.453536875377)",020350329-M12,1.9166666
20350332,B08,2010425,Structure Fire,02/04/2002,02/04/2002,Other,02/04/2002 06:08:48 PM,2200 Block of TARAVAL ST,SF,94116,B08,18,7546,3,3,3,false,"",1,CHIEF,3,8,4,Sunset/Parkside,"(37.7424686874787, -122.490159966243)",020350332-B08,1.1666666
20350368,M01,2010455,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 07:33:55 PM,0 Block of FELL ST,SF,94102,B02,36,3111,3,3,3,true,"",1,MEDIC,2,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020350368-M01,2.1166666
20350401,E19,2010484,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 08:44:14 PM,20TH AV/WINSTON DR,SF,94132,B08,19,8862,3,3,3,true,"",1,ENGINE,4,8,7,Lakeshore,"(37.7269499157185, -122.476039471265)",020350401-E19,5.5666666
20350415,T03,2010497,Alarms,02/04/2002,02/04/2002,Other,02/04/2002 09:42:08 PM,600 Block of GEARY ST,SF,94109,B01,03,1462,3,3,3,false,"",1,TRUCK,2,1,3,Tenderloin,"(37.7866790146424, -122.413995034531)",020350415-T03,2.0166667
20350425,E06,2010505,Citizen Assist / Service Call,02/04/2002,02/04/2002,Other,02/04/2002 10:20:56 PM,0 Block of SCOTT ST,SF,94117,B05,06,5133,3,3,3,false,"",1,ENGINE,1,5,8,Haight Ashbury,"(37.7695148259932, -122.434904439327)",020350425-E06,1.6166667
20350427,E26,2010507,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 10:29:08 PM,100 Block of BADEN ST,SF,94131,B09,26,8214,3,3,3,false,"",1,ENGINE,3,9,7,West of Twin Peaks,"(37.7311582891438, -122.439809214342)",020350427-E26,3.1166666
20350442,E02,2010516,Medical Incident,02/04/2002,02/04/2002,Other,02/04/2002 11:17:59 PM,300 Block of COLUMBUS AVE,SF,94133,B01,02,1311,3,3,3,false,"",1,ENGINE,1,1,3,North Beach,"(37.7980497141877, -122.406829909619)",020350442-E02,4.75
